title,date,datetime,subject,tokens,score
Silver Prices Forecast: XAG/USD Sways Between Fed Policy and Middle East Unrest,5 days ago,2023-10-17 20:23:59.959709,Middle-East-Tensions,"['silver', 'prices', 'forecast', 'xagusd', 'sways', 'fed', 'policy', 'middle', 'east', 'unrest']",0.0
South Korea extends fuel tax cut as Middle East tensions flare up,5 days ago,2023-10-17 20:23:59.958709,Middle-East-Tensions,"['south', 'korea', 'extends', 'fuel', 'tax', 'cut', 'middle', 'east', 'tensions', 'flare']",-0.5106
Bursa opens lower as Middle East tensions escalate,5 days ago,2023-10-17 20:23:59.957709,Middle-East-Tensions,"['bursa', 'opens', 'lower', 'middle', 'east', 'tensions', 'escalate']",-0.5994
Traders Dumped Oil Despite Middle East Tensions,5 days ago,2023-10-17 20:23:59.954709,Middle-East-Tensions,"['traders', 'dumped', 'oil', 'despite', 'middle', 'east', 'tensions']",-0.1134
Dollar softens as Middle East tension eases,5 days ago,2023-10-17 20:23:59.954709,Middle-East-Tensions,"['dollar', 'softens', 'middle', 'east', 'tension', 'eases']",0.0
"WSJ: US military selects 2,000 troops to prepare to support Israel ...",6 days ago,2023-10-16 20:23:59.967709,Middle-East-Tensions,"['wsj', 'us', 'military', 'selects', 'troops', 'prepare', 'support', 'israel']",0.4019
"Stock Market Today: Stocks steady, oil slips as markets eye middle ...",6 days ago,2023-10-16 20:23:59.966709,Middle-East-Tensions,"['stock', 'market', 'today', 'stocks', 'steady', 'oil', 'slips', 'markets', 'eye', 'middle']",0.0
Dollar Rises Amid Escalating Middle East Tensions: A Financial ...,6 days ago,2023-10-16 20:23:59.965709,Middle-East-Tensions,"['dollar', 'rises', 'amid', 'escalating', 'middle', 'east', 'tensions', 'financial']",-0.4019
Japanese Shares Close Over 2% Lower On Escalating Middle East ...,6 days ago,2023-10-16 20:23:59.965709,Middle-East-Tensions,"['japanese', 'shares', 'close', 'lower', 'escalating', 'middle', 'east']",0.0
"ASX 200 closes lower amid Middle East tensions, tech retreats By ...",6 days ago,2023-10-16 20:23:59.965709,Middle-East-Tensions,"['asx', 'closes', 'lower', 'amid', 'middle', 'east', 'tensions', 'tech', 'retreats']",-0.5994
Germany's Cannabis Legalization Debate Postponed: Middle East Tensions To Blame Or Internal Doubts?,6 days ago,2023-10-16 20:23:59.961709,Middle-East-Tensions,"['germanys', 'cannabis', 'legalization', 'debate', 'postponed', 'middle', 'east', 'tensions', 'blame', 'internal', 'doubts']",-0.7964
Innisfil Town Hall hosting prayer vigil amid rising Middle East tension,6 days ago,2023-10-16 20:23:59.960709,Middle-East-Tensions,"['innisfil', 'town', 'hall', 'hosting', 'prayer', 'vigil', 'amid', 'rising', 'middle', 'east', 'tension']",-0.3182
"EMERGING MARKETS-Latam stocks gain, FX down amid Middle East tensions",6 days ago,2023-10-16 20:23:59.956709,Middle-East-Tensions,"['emerging', 'marketslatam', 'stocks', 'gain', 'fx', 'amid', 'middle', 'east', 'tensions']",0.1779
Japan's Nikkei falls as Middle East tensions hurt risk appetite,6 days ago,2023-10-16 20:23:59.954709,Middle-East-Tensions,"['japans', 'nikkei', 'falls', 'middle', 'east', 'tensions', 'hurt', 'risk', 'appetite']",-0.802
"US STOCKS-Futures up ahead of earnings and data, Middle East ...",6 days ago,2023-10-16 20:23:59.952710,Middle-East-Tensions,"['us', 'stocksfutures', 'ahead', 'earnings', 'data', 'middle', 'east']",0.0
Oil prices fluctuate as concerns mount over Middle East tensions,6 days ago,2023-10-16 20:23:59.951709,Middle-East-Tensions,"['oil', 'prices', 'fluctuate', 'concerns', 'mount', 'middle', 'east', 'tensions']",-0.4019
Gold sees a breathtaking rally as Middle East conflict intensifies,7 days ago,2023-10-15 20:23:59.963709,Middle-East-Tensions,"['gold', 'sees', 'breathtaking', 'rally', 'middle', 'east', 'conflict', 'intensifies']",0.1779
"Middle East on 'verge of the abyss' UN warns, as Israel-Hamas ...",7 days ago,2023-10-15 20:23:59.963709,Middle-East-Tensions,"['middle', 'east', 'verge', 'abyss', 'un', 'warns', 'israelhamas']",-0.1027
Global markets watch for fallout as Middle East tensions rise,7 days ago,2023-10-15 20:23:59.951709,Middle-East-Tensions,"['global', 'markets', 'watch', 'fallout', 'middle', 'east', 'tensions', 'rise']",-0.4019
"Chilling moment pro-Palestine U.Mass students surround reporter, demand to know her ETHNICITY and threaten her",8 days ago,2023-10-14 20:23:59.967709,Middle-East-Tensions,"['chilling', 'moment', 'propalestine', 'umass', 'students', 'surround', 'reporter', 'demand', 'know', 'ethnicity', 'threaten']",-0.4939
Fears of wider Middle East conflict cast shadow over global economy,8 days ago,2023-10-14 20:23:59.951709,Middle-East-Tensions,"['fears', 'wider', 'middle', 'east', 'conflict', 'cast', 'shadow', 'global', 'economy']",-0.6249
Security concerns prompt extra vigilance in Montreal as Middle East conflict continues,9 days ago,2023-10-13 20:23:59.967709,Middle-East-Tensions,"['security', 'concerns', 'prompt', 'extra', 'vigilance', 'montreal', 'middle', 'east', 'conflict', 'continues']",0.0258
DC Jewish community holds rally at Freedom Plaza amid tensions in the Middle East,9 days ago,2023-10-13 20:23:59.967709,Middle-East-Tensions,"['dc', 'jewish', 'community', 'holds', 'rally', 'freedom', 'plaza', 'amid', 'tensions', 'middle', 'east']",0.3612
Atlanta places of worship increase security amid escalating Middle East conflict,9 days ago,2023-10-13 20:23:59.966709,Middle-East-Tensions,"['atlanta', 'places', 'worship', 'increase', 'security', 'amid', 'escalating', 'middle', 'east', 'conflict']",0.5574
Bitcoin Shows Resilience Amid Lower Inflation and Middle East ...,9 days ago,2023-10-13 20:23:59.965709,Middle-East-Tensions,"['bitcoin', 'shows', 'resilience', 'amid', 'lower', 'inflation', 'middle', 'east']",-0.296
World will have to 'clean up mess' created by US around Middle East ...,9 days ago,2023-10-13 20:23:59.964709,Middle-East-Tensions,"['world', 'clean', 'mess', 'created', 'us', 'around', 'middle', 'east']",0.296
Hoboken Police Department Increasing Presence Amid Tensions ...,9 days ago,2023-10-13 20:23:59.962709,Middle-East-Tensions,"['hoboken', 'police', 'department', 'increasing', 'presence', 'amid', 'tensions']",-0.4019
Mideast tensions prompt extra security for schools and places of worship,9 days ago,2023-10-13 20:23:59.960709,Middle-East-Tensions,"['mideast', 'tensions', 'prompt', 'extra', 'security', 'schools', 'places', 'worship']",0.2263
Security fencing around US Capitol goes up amid rising Middle East tensions,9 days ago,2023-10-13 20:23:59.959709,Middle-East-Tensions,"['security', 'fencing', 'around', 'us', 'capitol', 'goes', 'amid', 'rising', 'middle', 'east', 'tensions']",-0.0772
U.S. Stocks React Cautiously to Mixed CPI Data,9 days ago,2023-10-13 20:23:59.956709,Middle-East-Tensions,"['us', 'stocks', 'react', 'cautiously', 'mixed', 'cpi', 'data']",0.0
London stocks drop as Middle East tensions drive oil prices higher,9 days ago,2023-10-13 20:23:59.956709,Middle-East-Tensions,"['london', 'stocks', 'drop', 'middle', 'east', 'tensions', 'drive', 'oil', 'prices', 'higher']",-0.5859
"10-, 30-year rates have biggest weekly drops in months as investors seek safety",9 days ago,2023-10-13 20:23:59.956709,Middle-East-Tensions,"['year', 'rates', 'biggest', 'weekly', 'drops', 'months', 'investors', 'seek', 'safety']",0.4215
India’s crude diversification to the rescue if Middle East tensions ...,9 days ago,2023-10-13 20:23:59.955709,Middle-East-Tensions,"['indias', 'crude', 'diversification', 'rescue', 'middle', 'east', 'tensions']",-0.4767
"US equity funds suffer outflows amid rate worries, Middle East conflict",9 days ago,2023-10-13 20:23:59.955709,Middle-East-Tensions,"['us', 'equity', 'funds', 'suffer', 'outflows', 'amid', 'rate', 'worries', 'middle', 'east', 'conflict']",-0.8225
"WASDE Reaction, Middle East Conflict Game Changers for the ...",9 days ago,2023-10-13 20:23:59.954709,Middle-East-Tensions,"['wasde', 'reaction', 'middle', 'east', 'conflict', 'game', 'changers']",-0.3182
DAX Drifts Lower As Middle East Tensions Escalate,9 days ago,2023-10-13 20:23:59.954709,Middle-East-Tensions,"['dax', 'drifts', 'lower', 'middle', 'east', 'tensions', 'escalate']",-0.5994
"Sensex, Nifty End Lower On Middle East Tensions",9 days ago,2023-10-13 20:23:59.953709,Middle-East-Tensions,"['sensex', 'nifty', 'end', 'lower', 'middle', 'east', 'tensions']",-0.296
Safe-haven gold rallies over 3% as Middle East conflict intensifies,9 days ago,2023-10-13 20:23:59.952710,Middle-East-Tensions,"['safehaven', 'gold', 'rallies', 'middle', 'east', 'conflict', 'intensifies']",-0.3182
Government vulnerable to rising fuel costs amid Middle East tensions,9 days ago,2023-10-13 20:23:59.951709,Middle-East-Tensions,"['government', 'vulnerable', 'rising', 'fuel', 'costs', 'amid', 'middle', 'east', 'tensions']",-0.5574
The Russia-Ukraine tango goes on,4 hours ago,2023-10-22 16:24:02.260986,Rusia-China-Alliance,"['russiaukraine', 'tango', 'goes']",0.0
"Russia to boost its gas sales to China, Hungary",7 hours ago,2023-10-22 13:24:02.253981,Rusia-China-Alliance,"['russia', 'boost', 'gas', 'sales', 'china', 'hungary']",0.4019
"Blame Hamas for attacking Israel, but wars do not happen in isolation. Look at Ukraine.",14 hours ago,2023-10-22 06:24:02.260986,Rusia-China-Alliance,"['blame', 'hamas', 'attacking', 'israel', 'wars', 'happen', 'isolation', 'look', 'ukraine']",-0.8934
"Israel-Hamas, Ukraine wars don't just happen. Look at Russia, China",14 hours ago,2023-10-22 06:24:02.256988,Rusia-China-Alliance,"['israelhamas', 'ukraine', 'wars', 'dont', 'happen', 'look', 'russia', 'china']",-0.5574
Online 'Information War' in Africa Rages on Social Media,15 hours ago,2023-10-22 05:24:02.261978,Rusia-China-Alliance,"['online', 'information', 'war', 'africa', 'rages', 'social', 'media']",-0.7906
Opinion: Putin's Strategic Mistake: Adverse Effects of the Russia ...,15 hours ago,2023-10-22 05:24:02.255990,Rusia-China-Alliance,"['opinion', 'putins', 'strategic', 'mistake', 'adverse', 'effects', 'russia']",-0.5994
China Has Possibly Flared a Diplomatic Spat Between India and Russia. But It is Failing Already,20 hours ago,2023-10-22 00:24:02.259950,Rusia-China-Alliance,"['china', 'possibly', 'flared', 'diplomatic', 'spat', 'india', 'russia', 'failing', 'already']",-0.5106
The 'no-limits' partnership between Russia and China,Yesterday,2023-10-21 20:24:02.251995,Rusia-China-Alliance,"['nolimits', 'partnership', 'russia', 'china']",0.0
NATO Admiral Says Growing China-Russia Ties Raise Risk in Arctic,Yesterday,2023-10-21 20:24:02.250984,Rusia-China-Alliance,"['nato', 'admiral', 'says', 'growing', 'chinarussia', 'ties', 'raise', 'risk', 'arctic']",0.2263
Karma Developers to set up $354mln premium projects in Dubai,2 days ago,2023-10-20 20:24:02.262981,Rusia-China-Alliance,"['karma', 'developers', 'set', 'mln', 'premium', 'projects', 'dubai']",0.0
"रूस का बड़ा भाई बनने की कोशिश में चीन, अमेरिका का डर दिखा पुतिन को दबा रहे शी जिनपिंग!",2 days ago,2023-10-20 20:24:02.261978,Rusia-China-Alliance,[],0.0
BRI's initial phase helps end power outages: minister,2 days ago,2023-10-20 20:24:02.259950,Rusia-China-Alliance,"['bris', 'initial', 'phase', 'helps', 'end', 'power', 'outages', 'minister']",0.3818
2-day Model G-20 summit from today,2 days ago,2023-10-20 20:24:02.258949,Rusia-China-Alliance,"['day', 'model', 'g', 'summit', 'today']",0.0
"Multipolarity: China, Russia, Israel, India, and the difficult birth of a ...",2 days ago,2023-10-20 20:24:02.254951,Rusia-China-Alliance,"['multipolarity', 'china', 'russia', 'israel', 'india', 'difficult', 'birth']",-0.3612
"Nishan Book House in Perm, Russia: Building Bridges through Books",2 days ago,2023-10-20 20:24:02.254951,Rusia-China-Alliance,"['nishan', 'book', 'house', 'perm', 'russia', 'building', 'bridges', 'books']",0.0
BRICS: Russia & China Agree to $25B Deal in Local Currency,2 days ago,2023-10-20 20:24:02.253981,Rusia-China-Alliance,"['brics', 'russia', 'china', 'agree', 'b', 'deal', 'local', 'currency']",0.3612
"U.S., EU leaders vow to reduce China dependency",2 days ago,2023-10-20 20:24:02.252985,Rusia-China-Alliance,"['us', 'eu', 'leaders', 'vow', 'reduce', 'china', 'dependency']",0.0
Putin in trouble over potential Ukraine attack into key Russia territory,3 days ago,2023-10-19 20:24:02.262981,Rusia-China-Alliance,"['putin', 'trouble', 'potential', 'ukraine', 'attack', 'key', 'russia', 'territory']",-0.7003
The dysfunctional US as great and powerful friend | The Strategist,3 days ago,2023-10-19 20:24:02.259950,Rusia-China-Alliance,"['dysfunctional', 'us', 'great', 'powerful', 'friend', 'strategist']",0.8779
"Hamas says Russia, China tried for Ceasefire but US vetoed",3 days ago,2023-10-19 20:24:02.255990,Rusia-China-Alliance,"['hamas', 'says', 'russia', 'china', 'tried', 'ceasefire', 'us', 'vetoed']",0.0
NATO is more like a sect rather than a union of equals: Russian FM ...,3 days ago,2023-10-19 20:24:02.254951,Rusia-China-Alliance,"['nato', 'like', 'sect', 'rather', 'union', 'equals', 'russian', 'fm']",0.3612
Chinese vice premier calls for closer energy partnership with Russia,3 days ago,2023-10-19 20:24:02.252985,Rusia-China-Alliance,"['chinese', 'vice', 'premier', 'calls', 'closer', 'energy', 'partnership', 'russia']",0.2732
"US Envoy to China Talks Hamas, Russia, Taiwan, Chips",3 days ago,2023-10-19 20:24:02.251995,Rusia-China-Alliance,"['us', 'envoy', 'china', 'talks', 'hamas', 'russia', 'taiwan', 'chips']",0.0
"Ukraine latest: Russia, China in 'close coordination' on Middle East ...",3 days ago,2023-10-19 20:24:02.251995,Rusia-China-Alliance,"['ukraine', 'latest', 'russia', 'china', 'close', 'coordination', 'middle', 'east']",0.0
Russia Says It Is Coordinating Middle East Policy With China,3 days ago,2023-10-19 20:24:02.250984,Rusia-China-Alliance,"['russia', 'says', 'coordinating', 'middle', 'east', 'policy', 'china']",0.0
EU Maintains Sanctions against Iran's Ballistic Missiles,4 days ago,2023-10-18 20:24:02.261978,Rusia-China-Alliance,"['eu', 'maintains', 'sanctions', 'irans', 'ballistic', 'missiles']",0.0
Biden-Bibi & Xi-Putin summits reflect new international global ...,4 days ago,2023-10-18 20:24:02.260986,Rusia-China-Alliance,"['bidenbibi', 'xiputin', 'summits', 'reflect', 'new', 'international', 'global']",0.0
China and Russia Exploiting Divisions in Middle East,4 days ago,2023-10-18 20:24:02.255990,Rusia-China-Alliance,"['china', 'russia', 'exploiting', 'divisions', 'middle', 'east']",-0.4404
What the China-Russia Alliance Means for the US and the World,4 days ago,2023-10-18 20:24:02.249984,Rusia-China-Alliance,"['chinarussia', 'alliance', 'means', 'us', 'world']",0.0
History Makes the Case for Helping Ukraine,5 days ago,2023-10-17 20:24:02.261978,Rusia-China-Alliance,"['history', 'makes', 'case', 'helping', 'ukraine']",0.296
Azerbaijan's ED News: Multilateral Diplomacy Under Scrutiny – OpEd,5 days ago,2023-10-17 20:24:02.260986,Rusia-China-Alliance,"['azerbaijans', 'ed', 'news', 'multilateral', 'diplomacy', 'scrutiny', 'oped']",0.0
Is Russia preparing to conduct nuclear tests?,5 days ago,2023-10-17 20:24:02.258949,Rusia-China-Alliance,"['russia', 'preparing', 'conduct', 'nuclear', 'tests']",0.0
How the Israel-Hamas war is exposing the new limits of US power,5 days ago,2023-10-17 20:24:02.258949,Rusia-China-Alliance,"['israelhamas', 'war', 'exposing', 'new', 'limits', 'us', 'power']",-0.7184
"Daily Review: US and Venezuela Strike Deal on Oil, Elections",5 days ago,2023-10-17 20:24:02.257983,Rusia-China-Alliance,"['daily', 'review', 'us', 'venezuela', 'strike', 'deal', 'oil', 'elections']",-0.128
China's 'Sea Turtles' Will Soon Have to Pick Sides,5 days ago,2023-10-17 20:24:02.257983,Rusia-China-Alliance,"['chinas', 'sea', 'turtles', 'soon', 'pick', 'sides']",0.0
Pakistan seeks investment in solar parks to cut energy bill,5 days ago,2023-10-17 20:24:02.257983,Rusia-China-Alliance,"['pakistan', 'seeks', 'investment', 'solar', 'parks', 'cut', 'energy', 'bill']",0.0
Putin begins visit in China underscoring ties amid Ukraine war and ...,5 days ago,2023-10-17 20:24:02.257983,Rusia-China-Alliance,"['putin', 'begins', 'visit', 'china', 'underscoring', 'ties', 'amid', 'ukraine', 'war']",-0.5994
Putin meets Hungary's PM in rare in-person talks with an EU leader,5 days ago,2023-10-17 20:24:02.257983,Rusia-China-Alliance,"['putin', 'meets', 'hungarys', 'pm', 'rare', 'inperson', 'talks', 'eu', 'leader']",0.0
"Ukraine-Russia war – live: Putin’s forces suffer blow as helicopters destroyed by missile strikes, says Kyiv",5 days ago,2023-10-17 20:24:02.256988,Rusia-China-Alliance,"['ukrainerussia', 'war', 'live', 'putins', 'forces', 'suffer', 'blow', 'helicopters', 'destroyed', 'missile', 'strikes', 'says', 'kyiv']",-0.9201
Japan-China Tensions Escalate - Australian Institute of International ...,5 days ago,2023-10-17 20:24:02.255990,Rusia-China-Alliance,"['japanchina', 'tensions', 'escalate', 'australian', 'institute', 'international']",-0.4019
"China tightens curbs on foreign travel by bankers, state workers",5 days ago,2023-10-17 20:24:02.255990,Rusia-China-Alliance,"['china', 'tightens', 'curbs', 'foreign', 'travel', 'bankers', 'state', 'workers']",0.0
Bridge built to celebrate Russia-China trade 'not being used' as 'business isn't good',5 days ago,2023-10-17 20:24:02.254951,Rusia-China-Alliance,"['bridge', 'built', 'celebrate', 'russiachina', 'trade', 'used', 'business', 'isnt', 'good']",0.3169
"Kyodo News Digest: Oct. 18, 2023",5 days ago,2023-10-17 20:24:02.252985,Rusia-China-Alliance,"['kyodo', 'news', 'digest', 'oct']",0.0
"Belt and Road Forum: Putin Arrives in China, Xi Jinping Welcomes ...",5 days ago,2023-10-17 20:24:02.252985,Rusia-China-Alliance,"['belt', 'road', 'forum', 'putin', 'arrives', 'china', 'xi', 'jinping', 'welcomes']",0.4019
When Nuclear Superiority Isn't Superior: Revisiting the Nuclear ...,5 days ago,2023-10-17 20:24:02.250984,Rusia-China-Alliance,"['nuclear', 'superiority', 'isnt', 'superior', 'revisiting', 'nuclear']",-0.1154
"Putin's China Visit Underscores Friendship Amid Ukraine, Israel ...",5 days ago,2023-10-17 20:24:02.249984,Rusia-China-Alliance,"['putins', 'china', 'visit', 'underscores', 'friendship', 'amid', 'ukraine', 'israel']",0.4404
"Ukraine latest: Zelenskyy, Erdogan hold talks on food security ...",6 days ago,2023-10-16 20:24:02.259950,Rusia-China-Alliance,"['ukraine', 'latest', 'zelenskyy', 'erdogan', 'hold', 'talks', 'food', 'security']",0.34
Ukraine Brings Back Captured Children from Russia,6 days ago,2023-10-16 20:24:02.259950,Rusia-China-Alliance,"['ukraine', 'brings', 'back', 'captured', 'children', 'russia']",0.0
Live blog: US reassures EU of commitment to Ukraine aid,6 days ago,2023-10-16 20:24:02.258949,Rusia-China-Alliance,"['live', 'blog', 'us', 'reassures', 'eu', 'commitment', 'ukraine', 'aid']",0.6249
Ukraine-Russia war – live: Putin suffers serious losses in largest offensive in months,6 days ago,2023-10-16 20:24:02.256988,Rusia-China-Alliance,"['ukrainerussia', 'war', 'live', 'putin', 'suffers', 'serious', 'losses', 'largest', 'offensive', 'months']",-0.9186
Family member of Israeli embassy staffer stabbed in Beijing – The ...,6 days ago,2023-10-16 20:24:02.254951,Rusia-China-Alliance,"['family', 'member', 'israeli', 'embassy', 'staffer', 'stabbed', 'beijing']",-0.4404
"Russia Analytical Report, Oct. 10-16, 2023",6 days ago,2023-10-16 20:24:02.254951,Rusia-China-Alliance,"['russia', 'analytical', 'report', 'oct']",0.0
Anti-democratic Countries Exploit Latin American Dictatorships,6 days ago,2023-10-16 20:24:02.253981,Rusia-China-Alliance,"['antidemocratic', 'countries', 'exploit', 'latin', 'american', 'dictatorships']",-0.1027
Strategic Overextension,6 days ago,2023-10-16 20:24:02.253981,Rusia-China-Alliance,"['strategic', 'overextension']",0.0
China's top diplomat Wang Yi meets Russian Foreign Minister Sergei Lavrov,6 days ago,2023-10-16 20:24:02.253981,Rusia-China-Alliance,"['chinas', 'top', 'diplomat', 'wang', 'yi', 'meets', 'russian', 'foreign', 'minister', 'sergei', 'lavrov']",0.2023
Sushi standoff spreads as Russia joins China in banning Japanese ...,6 days ago,2023-10-16 20:24:02.251995,Rusia-China-Alliance,"['sushi', 'standoff', 'spreads', 'russia', 'joins', 'china', 'banning', 'japanese']",0.0
China’s connection to Israel attacks,6 days ago,2023-10-16 20:24:02.251995,Rusia-China-Alliance,"['chinas', 'connection', 'israel', 'attacks']",-0.4404
China and Russia harden positions on Gaza as war stirs geopolitical tensions,6 days ago,2023-10-16 20:24:02.251995,Rusia-China-Alliance,"['china', 'russia', 'harden', 'positions', 'gaza', 'war', 'stirs', 'geopolitical', 'tensions']",-0.765
Putin warns of 'completely different war' if West chooses conflict with ...,6 days ago,2023-10-16 20:24:02.249984,Rusia-China-Alliance,"['putin', 'warns', 'completely', 'different', 'war', 'west', 'chooses', 'conflict']",-0.7832
Putin’s upcoming visit to Beijing underscores China’s economic and diplomatic support for Russia,6 days ago,2023-10-16 20:24:02.249984,Rusia-China-Alliance,"['putins', 'upcoming', 'visit', 'beijing', 'underscores', 'chinas', 'economic', 'diplomatic', 'support', 'russia']",0.4019
"China-Russia News: भारत के 'दोस्त' से मुलाकात कर रहे चीनी राष्ट्रपति, क्या है जिनपिंग का मकसद?",7 days ago,2023-10-15 20:24:02.259950,Rusia-China-Alliance,"['chinarussia', 'news']",0.0
Freedom and fatigue,7 days ago,2023-10-15 20:24:02.258949,Rusia-China-Alliance,"['freedom', 'fatigue']",0.4939
Is the India-Middle East-Europe Nepal: India-Middle East Economic ...,7 days ago,2023-10-15 20:24:02.256988,Rusia-China-Alliance,"['indiamiddle', 'easteurope', 'nepal', 'indiamiddle', 'east', 'economic']",0.0
China issues chilling war warning to US after harrowing double-threat report released,7 days ago,2023-10-15 20:24:02.255990,Rusia-China-Alliance,"['china', 'issues', 'chilling', 'war', 'warning', 'us', 'harrowing', 'doublethreat', 'report', 'released']",-0.7506
US fear of war with Russia & China ‘unhealthy’: Putin,7 days ago,2023-10-15 20:24:02.250984,Rusia-China-Alliance,"['us', 'fear', 'war', 'russia', 'china', 'unhealthy', 'putin']",-0.8885
Putin says suggestions of U.S. war against Russia and China are ...,7 days ago,2023-10-15 20:24:02.249984,Rusia-China-Alliance,"['putin', 'says', 'suggestions', 'us', 'war', 'russia', 'china']",-0.5994
Who is winning the Russia–Ukraine narrative war?,8 days ago,2023-10-14 20:24:02.260986,Rusia-China-Alliance,"['winning', 'russiaukraine', 'narrative', 'war']",-0.128
The Trading Tycoon Steering Russia's Global Oil Business,8 days ago,2023-10-14 20:24:02.260986,Rusia-China-Alliance,"['trading', 'tycoon', 'steering', 'russias', 'global', 'oil', 'business']",0.0
Wake Up! World War III Is Already Here,8 days ago,2023-10-14 20:24:02.257983,Rusia-China-Alliance,"['wake', 'world', 'war', 'iii', 'already']",-0.5994
Taiwan ‘Banks’ On Indian Military To Deter Chinese Invasion; Top Expert Bats For Boosting Indo-ROC Ties,8 days ago,2023-10-14 20:24:02.256988,Rusia-China-Alliance,"['taiwan', 'banks', 'indian', 'military', 'deter', 'chinese', 'invasion', 'top', 'expert', 'bats', 'boosting', 'indoroc', 'ties']",0.4939
"Russia, China and North Korea have new dynamics. And it’s bad for Ukraine",8 days ago,2023-10-14 20:24:02.252985,Rusia-China-Alliance,"['russia', 'china', 'north', 'korea', 'new', 'dynamics', 'bad', 'ukraine']",-0.34
Millions of Muslims stage protests worldwide to decry Israeli ...,9 days ago,2023-10-13 20:24:02.262981,Rusia-China-Alliance,"['millions', 'muslims', 'stage', 'protests', 'worldwide', 'decry', 'israeli']",-0.2263
Cable Compendium: a guide to the week's submarine and terrestrial ...,9 days ago,2023-10-13 20:24:02.261978,Rusia-China-Alliance,"['cable', 'compendium', 'guide', 'weeks', 'submarine', 'terrestrial']",0.0
Putin in Kyrgyzstan for first trip abroad since ICC arrest warrant,9 days ago,2023-10-13 20:24:02.261978,Rusia-China-Alliance,"['putin', 'kyrgyzstan', 'first', 'trip', 'abroad', 'since', 'icc', 'arrest', 'warrant']",-0.34
Exclusive-Banks in UK Assess China Risks After Being Stung by ...,9 days ago,2023-10-13 20:24:02.253981,Rusia-China-Alliance,"['exclusivebanks', 'uk', 'assess', 'china', 'risks', 'stung']",-0.2732
"Russia, China, U.S. and more woo Central Asia with summit diplomacy",9 days ago,2023-10-13 20:24:02.250984,Rusia-China-Alliance,"['russia', 'china', 'us', 'woo', 'central', 'asia', 'summit', 'diplomacy']",0.4767
Andrea Aguilera looking for The Miss Philippines with a kind soul,9 hours ago,2023-10-22 11:24:20.134446,supranational-events,"['andrea', 'aguilera', 'looking', 'miss', 'philippines', 'kind', 'soul']",0.4215
"Jonathan Sumption on Gaza, lockdown and the ECHR",Yesterday,2023-10-21 20:24:20.136456,supranational-events,"['jonathan', 'sumption', 'gaza', 'lockdown', 'echr']",0.0
Member States Face Sustained Spending Pressures: Can EU Funding or Carbon Taxes Help?,2 days ago,2023-10-20 20:24:20.134446,supranational-events,"['member', 'states', 'face', 'sustained', 'spending', 'pressures', 'eu', 'funding', 'carbon', 'taxes', 'help']",0.1027
"Powell's pause: The curious case of yield, fear, and the debt dilemma",2 days ago,2023-10-20 20:24:20.134446,supranational-events,"['powells', 'pause', 'curious', 'case', 'yield', 'fear', 'debt', 'dilemma']",-0.6249
Nicaragua's Sheynnis Palacios to wear 'El Zanate' national costume ...,3 days ago,2023-10-19 20:24:20.138456,supranational-events,"['nicaraguas', 'sheynnis', 'palacios', 'wear', 'el', 'zanate', 'national', 'costume']",0.0
Miss Universe 2023 prelims and national costume show live ...,3 days ago,2023-10-19 20:24:20.137453,supranational-events,"['miss', 'universe', 'prelims', 'national', 'costume', 'show', 'live']",-0.1531
"Mesajul Președintelui României, Klaus Iohannis, transmis în ...",3 days ago,2023-10-19 20:24:20.136456,supranational-events,"['mesajul', 'preedintelui', 'romniei', 'klaus', 'iohannis', 'transmis', 'n']",0.0
"The case for direct democracy, Switzerland-style",3 days ago,2023-10-19 20:24:20.136456,supranational-events,"['case', 'direct', 'democracy', 'switzerlandstyle']",0.0
Impact of Globalization on Nepalese Polity -,3 days ago,2023-10-19 20:24:20.135449,supranational-events,"['impact', 'globalization', 'nepalese', 'polity']",0.0
Srinidhi Shetty's Telusu Kada launches with a grand Pooja ...,3 days ago,2023-10-19 20:24:20.133445,supranational-events,"['srinidhi', 'shettys', 'telusu', 'kada', 'launches', 'grand', 'pooja']",0.4588
Miss Celeste India 2023: Meet the winners,4 days ago,2023-10-18 20:24:20.138456,supranational-events,"['miss', 'celeste', 'india', 'meet', 'winners']",0.3612
Miss Earth Venezuela 2023 is Jhosskaren Carrizo,4 days ago,2023-10-18 20:24:20.138456,supranational-events,"['miss', 'earth', 'venezuela', 'jhosskaren', 'carrizo']",-0.1531
Miss Grand International 2023: Grand Voice Award Top 5 announced,4 days ago,2023-10-18 20:24:20.138456,supranational-events,"['miss', 'grand', 'international', 'grand', 'voice', 'award', 'top', 'announced']",0.8658
Covid and Climate Change: Confessions of an Eco-warrior,4 days ago,2023-10-18 20:24:20.137453,supranational-events,"['covid', 'climate', 'change', 'confessions', 'ecowarrior']",0.0
Miss Kyrgyzstan 2023: Akylai Kalberdieva will go to Miss Universe ...,4 days ago,2023-10-18 20:24:20.137453,supranational-events,"['miss', 'kyrgyzstan', 'akylai', 'kalberdieva', 'go', 'miss', 'universe']",-0.296
‘The universe is in you’: Will Katrina Dimaranan join Miss Universe Philippines anew?,4 days ago,2023-10-18 20:24:20.136456,supranational-events,"['universe', 'katrina', 'dimaranan', 'join', 'miss', 'universe', 'philippines', 'anew']",0.1531
Company Announcement,4 days ago,2023-10-18 20:24:20.135449,supranational-events,"['company', 'announcement']",0.0
